,nodeId,ls,lc,le,ltx,number of neighbors,QOS,arm,jammed evaluation,label (jammed or not)
0,4,1,5,0,1,6,0.200,True,False,0
1,4,4,2,0,1,6,2.000,True,False,0
2,4,4,0,0,1,6,6.000,False,False,0
3,4,3,2,0,1,6,1.500,False,True,0
4,4,2,3,0,0,6,0.667,False,True,0
5,4,1,3,0,1,6,0.333,False,True,0
6,4,2,4,0,1,6,0.500,False,False,0
7,4,3,3,0,1,6,1.000,False,False,0
8,4,3,0,0,1,6,6.000,False,False,0
9,4,2,3,0,0,6,0.667,False,True,0
10,4,1,3,0,1,6,0.333,False,True,0
11,4,2,4,0,1,6,0.500,False,False,0
12,4,2,3,0,0,6,0.667,False,False,0
13,4,3,2,0,1,6,1.500,False,False,0
14,4,3,3,0,1,6,1.000,True,True,0
15,4,3,2,0,1,6,1.500,False,False,0
16,4,3,1,0,1,6,3.000,False,False,0
17,4,3,2,0,0,6,1.500,False,True,0
18,4,2,3,0,1,6,0.667,False,True,0
19,4,2,3,0,1,6,0.667,False,True,0
20,4,2,3,0,1,6,0.667,False,True,0
21,4,3,2,0,1,6,1.500,False,False,0
22,4,2,2,0,1,6,1.000,False,True,0
23,4,2,4,0,1,6,0.500,False,True,0
24,4,2,2,0,1,6,1.000,False,False,0
25,4,4,2,0,0,6,2.000,False,False,0
26,4,3,2,0,1,6,1.500,False,True,0
27,4,4,2,0,1,6,2.000,False,False,0
28,4,3,1,0,1,6,3.000,False,False,0
29,4,3,2,0,1,6,1.500,False,True,0
30,4,3,1,0,1,6,3.000,False,False,0
31,4,3,2,0,0,6,1.500,False,True,0
32,4,3,3,0,1,6,1.000,True,True,0
33,4,3,1,0,1,6,3.000,False,False,0
34,4,4,2,0,1,6,2.000,False,True,0
35,4,3,1,0,1,6,3.000,False,False,0
36,4,3,3,0,0,6,1.000,False,True,0
37,4,2,2,0,1,6,1.000,False,True,0
38,4,3,3,0,1,6,1.000,False,True,0
39,4,4,1,0,1,6,4.000,False,False,0
40,4,3,0,0,1,6,6.000,False,False,0
41,4,2,4,0,0,6,0.500,False,True,0
42,4,0,4,0,1,6,0.000,False,True,0
43,4,4,2,0,1,6,2.000,False,False,0
44,4,3,0,0,1,6,6.000,False,False,0
45,4,3,2,0,1,6,1.500,False,True,0
46,4,1,4,0,0,6,0.250,False,True,0
47,4,3,2,0,1,6,1.500,False,False,0
48,4,2,3,0,1,6,0.667,False,True,0
49,4,1,3,0,1,6,0.333,False,True,0
50,4,3,3,0,1,6,1.000,False,False,0
51,4,4,2,0,1,6,2.000,False,False,0
52,4,5,0,0,1,6,6.000,False,False,0
53,4,3,0,0,1,6,6.000,False,True,0
54,4,3,3,0,1,6,1.000,True,True,0
55,4,3,2,0,0,6,1.500,False,False,0
56,4,3,2,0,1,6,1.500,False,True,0
57,4,2,2,0,1,6,1.000,False,True,0
58,4,0,4,0,1,6,0.000,False,True,0
59,4,3,3,0,1,6,1.000,False,False,0
60,4,5,1,0,1,6,5.000,False,False,0
61,4,4,0,0,0,6,6.000,False,False,0
62,4,3,3,0,1,6,1.000,False,True,0
63,4,2,1,0,1,6,2.000,False,False,0
64,4,0,5,0,1,6,0.000,False,True,0
65,4,4,2,0,1,6,2.000,False,False,0
66,4,5,0,0,0,6,6.000,False,False,0
67,4,3,1,0,1,6,3.000,False,True,0
68,4,2,3,0,1,6,0.667,False,True,0
69,4,1,3,0,1,6,0.333,False,True,0
70,4,4,2,0,1,6,2.000,False,False,0
