,nodeId,ls,lc,le,ltx,number of neighbors,QOS,arm,jammed evaluation,label (jammed or not)
0,7,1,5,0,1,6,0.200,True,False,0
1,7,3,2,1,1,6,1.500,False,False,0
2,7,5,0,0,0,6,6.000,False,False,0
3,7,4,1,0,1,6,4.000,False,True,0
4,7,2,2,0,1,6,1.000,False,True,0
5,7,1,3,0,1,6,0.333,False,True,0
6,7,2,4,0,1,6,0.500,True,False,0
7,7,2,4,0,1,6,0.500,True,True,0
8,7,4,0,0,0,6,6.000,False,False,0
9,7,2,2,0,1,6,1.000,False,True,0
10,7,1,3,0,1,6,0.333,False,True,0
11,7,3,3,0,1,6,1.000,False,False,0
12,7,1,3,0,1,6,0.333,False,True,0
13,7,3,2,0,1,6,1.500,False,False,0
14,7,2,4,0,1,6,0.500,True,True,0
15,7,3,3,0,0,6,1.000,True,False,0
16,7,3,1,0,1,6,3.000,False,False,0
17,7,3,1,0,1,6,3.000,False,True,0
18,7,2,3,0,1,6,0.667,False,True,0
19,7,1,3,1,1,6,0.333,False,True,0
20,7,2,4,0,0,6,0.500,False,False,0
21,7,3,2,0,1,6,1.500,False,False,0
22,7,2,2,0,1,6,1.000,False,True,0
23,7,3,3,0,1,6,1.000,False,True,0
24,7,2,2,0,1,6,1.000,False,True,0
25,7,3,2,0,1,6,1.500,False,False,0
26,7,3,3,0,0,6,1.000,False,True,0
27,7,4,2,0,1,6,2.000,False,False,0
28,7,3,1,0,1,6,3.000,False,False,0
29,7,3,2,0,1,6,1.500,False,True,0
30,7,3,1,0,1,6,3.000,False,False,0
31,7,3,2,0,0,6,1.500,False,True,0
32,7,3,3,0,1,6,1.000,True,True,0
33,7,3,1,0,1,6,3.000,False,False,0
34,7,3,3,0,1,6,1.000,False,True,0
35,7,2,2,0,1,6,1.000,False,True,0
36,7,3,2,0,1,6,1.500,False,False,0
37,7,1,3,0,1,6,0.333,False,True,0
38,7,2,3,1,1,6,0.667,True,False,0
39,7,5,1,0,0,6,5.000,False,False,0
40,7,3,0,0,1,6,6.000,False,False,0
41,7,2,3,0,1,6,0.667,False,True,0
42,7,0,4,0,1,6,0.000,False,True,0
43,7,4,2,0,1,6,2.000,False,False,0
44,7,4,0,0,0,6,6.000,False,False,0
45,7,3,2,0,1,6,1.500,False,True,0
46,7,1,3,0,1,6,0.333,False,True,0
47,7,2,3,0,1,6,0.667,False,False,0
48,7,1,3,1,1,6,0.333,False,True,0
49,7,1,3,1,0,6,0.333,False,True,0
50,7,3,3,0,1,6,1.000,False,False,0
51,7,4,2,0,1,6,2.000,False,False,0
52,7,5,0,0,1,6,6.000,False,False,0
53,7,4,0,0,0,6,6.000,False,True,0
54,7,3,3,0,1,6,1.000,True,True,0
55,7,2,2,0,1,6,1.000,False,True,0
56,7,3,2,0,1,6,1.500,False,False,0
57,7,2,2,0,1,6,1.000,False,True,0
58,7,1,4,0,0,6,0.250,False,True,0
59,7,3,3,0,1,6,1.000,True,False,0
60,7,5,1,0,1,6,5.000,False,False,0
61,7,3,0,0,1,6,6.000,False,False,0
62,7,2,3,1,1,6,0.667,True,True,0
63,7,3,1,0,0,6,3.000,False,False,0
64,7,1,4,0,1,6,0.250,False,True,0
65,7,4,2,0,1,6,2.000,False,False,0
66,7,4,0,0,1,6,6.000,False,False,0
67,7,3,1,0,1,6,3.000,False,True,0
68,7,3,3,0,0,6,1.000,False,True,0
69,7,2,2,0,1,6,1.000,False,True,0
70,7,4,2,0,1,6,2.000,False,False,0
71,7,4,0,0,1,6,6.000,False,False,0
72,7,3,2,0,0,6,1.500,False,True,0
73,7,1,3,0,1,6,0.333,False,True,0
74,7,3,3,0,1,6,1.000,False,False,0
75,7,1,3,0,1,6,0.333,False,True,0
76,7,2,2,1,1,6,1.000,False,False,0
77,7,2,3,1,0,6,0.667,True,True,0
78,7,3,1,0,1,6,3.000,False,False,0
79,7,4,2,0,1,6,2.000,False,True,0
80,7,2,2,0,1,6,1.000,False,True,0
81,7,4,1,0,1,6,4.000,False,False,0
82,7,4,2,0,1,6,2.000,False,True,0
83,7,2,1,1,1,6,2.000,False,True,0
84,7,3,2,0,0,6,1.500,False,True,0
85,7,3,2,0,1,6,1.500,False,True,0
86,7,1,3,0,1,6,0.333,False,True,0
87,7,1,4,0,1,6,0.250,False,True,0
88,7,3,3,0,0,6,1.000,False,False,0
89,7,4,2,0,1,6,2.000,False,False,0
90,7,3,2,0,1,6,1.500,False,True,0
91,7,4,0,0,1,6,6.000,False,False,0
92,7,2,3,0,1,6,0.667,False,True,0
93,7,4,1,0,0,6,4.000,False,False,0
94,7,3,2,0,1,6,1.500,False,True,0
95,7,4,2,0,1,6,2.000,False,False,0
96,7,3,1,0,1,6,3.000,False,False,0
97,7,3,2,0,1,6,1.500,False,True,0
98,7,1,3,0,0,6,0.333,False,True,0
99,7,2,3,0,1,6,0.667,False,False,0
100,7,3,3,0,1,6,1.000,False,False,0
101,7,4,1,0,1,6,4.000,False,False,0
102,7,4,0,0,1,6,6.000,False,False,0
103,7,3,2,0,1,6,1.500,False,True,0
104,7,1,3,0,0,6,0.333,False,True,0
