,nodeId,ls,lc,le,ltx,number of neighbors,QOS,arm,jammed evaluation,label (jammed or not)
0,5,1,5,0,1,6,0.200,True,False,0
1,5,4,2,0,1,6,2.000,False,False,0
2,5,4,0,0,1,6,6.000,False,False,0
3,5,3,1,1,1,6,3.000,False,True,0
4,5,3,2,0,0,6,1.500,False,True,0
5,5,1,3,0,1,6,0.333,False,True,0
6,5,2,4,0,1,6,0.500,True,False,0
7,5,3,3,0,1,6,1.000,True,False,0
8,5,3,0,0,1,6,6.000,False,False,0
9,5,3,2,0,0,6,1.500,False,True,0
10,5,1,3,0,1,6,0.333,False,True,0
11,5,3,3,0,1,6,1.000,False,False,0
12,5,2,2,0,1,6,1.000,False,True,0
13,5,3,2,0,1,6,1.500,False,False,0
14,5,2,4,0,1,6,0.500,False,True,0
15,5,3,2,0,1,6,1.500,False,False,0
16,5,4,1,0,0,6,4.000,False,False,0
17,5,3,1,0,1,6,3.000,False,True,0
18,5,2,3,0,1,6,0.667,False,True,0
19,5,2,3,0,1,6,0.667,False,True,0
20,5,1,4,0,1,6,0.250,False,True,0
21,5,4,2,0,0,6,2.000,False,False,0
22,5,2,2,0,1,6,1.000,False,True,0
23,5,3,3,0,1,6,1.000,True,True,0
24,5,2,2,0,1,6,1.000,False,True,0
25,5,2,3,0,1,6,0.667,False,True,0
26,5,3,2,0,1,6,1.500,False,False,0
27,5,3,2,1,1,6,1.500,True,True,0
28,5,4,1,0,0,6,4.000,False,False,0
29,5,3,2,0,1,6,1.500,False,True,0
30,5,3,1,0,1,6,3.000,False,False,0
31,5,1,3,0,1,6,0.333,False,True,0
32,5,2,3,1,1,6,0.667,True,False,0
33,5,3,1,0,1,6,3.000,False,False,0
34,5,3,3,0,1,6,1.000,False,True,0
35,5,4,1,0,0,6,4.000,False,False,0
36,5,3,2,0,1,6,1.500,False,True,0
37,5,2,2,0,1,6,1.000,False,True,0
38,5,3,3,0,1,6,1.000,False,True,0
39,5,4,1,0,1,6,4.000,False,False,0
40,5,4,0,0,0,6,6.000,False,False,0
41,5,2,3,0,1,6,0.667,False,True,0
42,5,0,4,0,1,6,0.000,False,True,0
43,5,3,3,0,1,6,1.000,False,False,0
44,5,4,0,0,0,6,6.000,False,False,0
45,5,3,2,0,1,6,1.500,False,True,0
46,5,1,3,0,1,6,0.333,False,True,0
47,5,3,2,0,1,6,1.500,False,False,0
48,5,2,3,0,1,6,0.667,False,True,0
49,5,1,3,0,1,6,0.333,False,True,0
50,5,2,3,1,1,6,0.667,False,False,0
51,5,4,2,0,1,6,2.000,True,False,0
52,5,5,0,0,1,6,6.000,False,False,0
53,5,4,0,0,0,6,6.000,False,True,0
54,5,3,3,0,1,6,1.000,False,True,0
55,5,2,2,0,1,6,1.000,False,True,0
56,5,3,2,0,1,6,1.500,False,False,0
57,5,3,2,0,0,6,1.500,False,True,0
58,5,1,3,0,1,6,0.333,False,True,0
59,5,3,3,0,1,6,1.000,False,False,0
60,5,5,1,0,1,6,5.000,False,False,0
61,5,4,0,0,0,6,6.000,False,False,0
62,5,3,3,0,1,6,1.000,True,True,0
63,5,2,1,0,1,6,2.000,False,False,0
64,5,1,4,0,1,6,0.250,False,True,0
65,5,3,3,0,1,6,1.000,False,False,0
66,5,4,0,0,1,6,6.000,False,False,0
67,5,3,2,0,0,6,1.500,False,True,0
68,5,2,3,0,1,6,0.667,False,True,0
69,5,2,2,0,1,6,1.000,False,False,0
70,5,3,3,0,1,6,1.000,False,True,0
71,5,4,0,0,1,6,6.000,False,False,0
72,5,2,3,0,0,6,0.667,False,True,0
73,5,1,3,0,1,6,0.333,False,True,0
74,5,3,3,0,1,6,1.000,True,False,0
75,5,1,3,0,1,6,0.333,False,True,0
76,5,3,2,0,1,6,1.500,False,False,0
77,5,2,3,0,1,6,0.667,False,True,0
78,5,3,1,0,1,6,3.000,False,False,0
79,5,3,3,0,1,6,1.000,True,True,0
80,5,1,3,0,1,6,0.333,False,True,0
81,5,4,1,0,1,6,4.000,False,False,0
82,5,3,3,0,1,6,1.000,True,True,0
83,5,4,1,0,0,6,4.000,False,False,0
84,5,2,2,0,1,6,1.000,False,True,0
85,5,2,3,0,1,6,0.667,False,True,0
86,5,2,2,0,1,6,1.000,False,False,0
87,5,2,4,0,0,6,0.500,True,True,0
88,5,3,2,0,1,6,1.500,False,False,0
89,5,4,2,0,1,6,2.000,False,False,0
