,nodeId,ls,lc,le,ltx,number of neighbors,QOS,arm,jammed evaluation,label (jammed or not)
0,9,1,5,0,1,6,0.200,False,False,0
1,9,4,2,0,1,6,2.000,False,False,0
2,9,4,0,0,1,6,6.000,True,False,0
3,9,4,1,0,1,6,4.000,True,True,0
4,9,2,2,0,1,6,1.000,True,True,0
5,9,1,4,0,0,6,0.250,True,True,0
6,9,2,4,0,1,6,0.500,True,False,0
7,9,3,3,0,1,6,1.000,True,False,0
8,9,3,0,0,1,6,6.000,False,False,0
9,9,2,2,0,1,6,1.000,False,True,0
10,9,1,4,0,0,6,0.250,False,True,0
11,9,3,3,0,1,6,1.000,False,False,0
12,9,2,2,0,1,6,1.000,False,True,0
13,9,3,2,0,1,6,1.500,False,False,0
14,9,3,3,0,1,6,1.000,True,True,0
15,9,3,2,0,1,6,1.500,True,False,0
16,9,3,1,0,1,6,3.000,False,False,0
17,9,2,1,1,1,6,2.000,False,True,0
18,9,2,4,0,0,6,0.500,True,True,0
19,9,2,3,0,1,6,0.667,False,False,0
20,9,2,3,0,1,6,0.667,False,True,0
21,9,3,2,0,1,6,1.500,False,False,0
22,9,2,2,0,1,6,1.000,False,True,0
23,9,2,4,0,1,6,0.500,True,True,0
24,9,2,2,1,0,6,1.000,False,False,0
25,9,3,2,0,1,6,1.500,False,False,0
26,9,3,2,0,1,6,1.500,False,True,0
27,9,4,2,0,1,6,2.000,False,False,0
28,9,3,1,0,1,6,3.000,False,False,0
29,9,2,3,0,1,6,0.667,False,True,0
30,9,4,1,0,0,6,4.000,False,False,0
31,9,2,2,0,1,6,1.000,False,True,0
32,9,3,3,0,1,6,1.000,True,True,0
33,9,3,1,0,1,6,3.000,False,False,0
34,9,4,2,0,1,6,2.000,False,True,0
35,9,3,1,0,1,6,3.000,False,False,0
36,9,3,2,0,1,6,1.500,False,True,0
37,9,2,3,0,0,6,0.667,False,True,0
38,9,3,3,0,1,6,1.000,False,False,0
39,9,4,1,0,1,6,4.000,False,False,0
40,9,3,0,0,1,6,6.000,False,False,0
41,9,2,3,0,1,6,0.667,False,True,0
42,9,1,4,0,0,6,0.250,False,True,0
43,9,4,2,0,1,6,2.000,True,False,0
44,9,3,0,0,1,6,6.000,False,False,0
45,9,3,2,0,1,6,1.500,False,True,0
46,9,2,3,0,0,6,0.667,False,True,0
47,9,3,2,0,1,6,1.500,False,False,0
48,9,2,3,0,1,6,0.667,False,True,0
49,9,1,3,0,1,6,0.333,False,True,0
50,9,3,3,0,1,6,1.000,True,False,0
51,9,4,2,0,1,6,2.000,False,False,0
52,9,5,0,0,1,6,6.000,False,False,0
53,9,4,0,0,0,6,6.000,False,True,0
54,9,3,3,0,1,6,1.000,True,True,0
55,9,2,2,0,1,6,1.000,False,True,0
56,9,3,2,0,1,6,1.500,False,False,0
57,9,2,2,0,1,6,1.000,False,True,0
58,9,2,3,0,0,6,0.667,False,True,0
59,9,3,3,0,1,6,1.000,True,False,0
60,9,5,1,0,1,6,5.000,False,False,0
61,9,3,0,0,1,6,6.000,False,False,0
62,9,3,3,0,1,6,1.000,True,True,0
63,9,1,2,0,1,6,0.500,False,True,0
64,9,2,4,0,0,6,0.500,True,True,0
65,9,4,2,0,1,6,2.000,False,False,0
66,9,4,0,0,1,6,6.000,False,False,0
67,9,3,1,0,1,6,3.000,False,True,0
68,9,1,4,0,1,6,0.250,False,True,0
69,9,3,2,0,0,6,1.500,False,False,0
70,9,4,2,0,1,6,2.000,False,False,0
71,9,4,0,0,1,6,6.000,False,False,0
72,9,2,2,0,1,6,1.000,False,True,0
73,9,0,4,0,1,6,0.000,False,True,0
74,9,3,3,0,1,6,1.000,True,False,0
75,9,2,3,0,0,6,0.667,False,True,0
76,9,3,2,0,1,6,1.500,False,False,0
77,9,2,3,0,1,6,0.667,False,True,0
78,9,3,1,0,1,6,3.000,False,False,0
79,9,4,2,0,1,6,2.000,True,True,0
80,9,3,2,0,0,6,1.500,False,True,0
81,9,4,1,0,1,6,4.000,False,False,0
82,9,4,2,0,1,6,2.000,True,True,0
83,9,3,1,0,1,6,3.000,False,False,0
84,9,2,2,0,1,6,1.000,False,True,0
85,9,3,2,0,1,6,1.500,False,False,0
86,9,3,2,0,0,6,1.500,False,True,0
87,9,2,3,0,1,6,0.667,False,True,0
88,9,3,2,0,1,6,1.500,False,False,0
89,9,4,2,0,1,6,2.000,True,False,0
90,9,4,1,0,1,6,4.000,False,False,0
91,9,4,0,0,1,6,6.000,False,False,0
92,9,3,2,0,1,6,1.500,False,True,0
93,9,3,1,0,1,6,3.000,False,False,0
94,9,4,2,0,0,6,2.000,True,True,0
95,9,4,2,0,1,6,2.000,True,True,0
96,9,3,1,0,1,6,3.000,False,False,0
97,9,3,2,0,1,6,1.500,False,True,0
98,9,1,2,0,1,6,0.500,False,True,0
99,9,3,3,0,0,6,1.000,True,False,0
100,9,3,3,0,1,6,1.000,True,True,0
101,9,4,1,0,1,6,4.000,False,False,0
102,9,4,0,0,1,6,6.000,False,False,0
103,9,2,3,0,1,6,0.667,False,True,0
104,9,2,2,0,0,6,1.000,False,False,0
105,9,1,5,0,1,6,0.200,True,True,0
106,9,4,2,0,1,6,2.000,True,False,0
107,9,5,0,0,1,6,6.000,False,False,0
108,9,5,0,0,0,6,6.000,False,True,0
109,9,1,2,0,1,6,0.500,False,True,0
110,9,3,2,0,1,6,1.500,False,False,0
111,9,3,3,0,1,6,1.000,True,True,0
112,9,5,1,0,1,6,5.000,False,False,0
113,9,4,0,0,0,6,6.000,False,False,0
114,9,1,3,0,1,6,0.333,False,True,0
115,9,2,3,0,1,6,0.667,False,False,0
116,9,3,2,0,1,6,1.500,False,False,0
117,9,4,1,0,1,6,4.000,False,False,0
118,9,4,1,0,0,6,4.000,False,True,0
119,9,4,1,0,1,6,4.000,False,True,0
120,9,3,1,0,1,6,3.000,False,True,0
121,9,1,3,0,1,6,0.333,False,True,0
122,9,1,4,0,1,6,0.250,False,True,0
123,9,4,2,0,0,6,2.000,False,False,0
124,9,2,3,0,1,6,0.667,False,True,0
125,9,4,1,0,1,6,4.000,False,False,0
126,9,4,1,0,1,6,4.000,False,True,0
127,9,3,1,1,1,6,3.000,False,True,0
128,9,4,1,0,0,6,4.000,False,False,0
129,9,1,2,0,1,6,0.500,False,True,0
130,9,2,3,0,1,6,0.667,False,False,0
131,9,4,2,0,1,6,2.000,False,False,0
132,9,3,2,0,0,6,1.500,False,True,0
133,9,3,1,0,1,6,3.000,False,False,0
134,9,2,3,0,1,6,0.667,False,True,0
135,9,3,3,0,1,6,1.000,True,False,0
136,9,3,1,0,1,6,3.000,False,False,0
137,9,3,2,1,0,6,1.500,False,True,0
138,9,2,2,0,1,6,1.000,False,True,0
139,9,2,3,0,1,6,0.667,False,True,0
140,9,3,2,0,1,6,1.500,False,False,0
141,9,5,1,0,1,6,5.000,False,False,0
142,9,2,1,0,1,6,2.000,False,True,0
143,9,2,4,0,1,6,0.500,True,True,0
144,9,1,4,0,0,6,0.250,False,True,0
145,9,3,2,0,1,6,1.500,False,False,0
146,9,4,2,0,1,6,2.000,False,False,0
147,9,4,0,0,1,6,6.000,False,False,0
148,9,3,1,0,1,6,3.000,False,True,0
149,9,0,4,0,1,6,0.000,False,True,0
150,9,4,2,0,1,6,2.000,False,False,0
151,9,5,0,0,0,6,6.000,False,False,0
152,9,2,1,0,1,6,2.000,False,True,0
153,9,1,4,0,1,6,0.250,False,True,0
154,9,1,4,0,1,6,0.250,False,True,0
155,9,5,1,0,1,6,5.000,False,False,0
156,9,5,0,0,1,6,6.000,False,False,0
157,9,1,1,1,1,6,1.000,False,True,0
158,9,2,3,0,0,6,0.667,False,True,0
159,9,3,2,0,1,6,1.500,False,False,0
160,9,2,2,0,1,6,1.000,False,True,0
161,9,3,2,0,1,6,1.500,False,False,0
162,9,3,2,0,1,6,1.500,False,True,0
163,9,2,3,0,0,6,0.667,False,True,0
164,9,1,4,0,1,6,0.250,False,True,0
165,9,2,4,0,1,6,0.500,True,False,0
166,9,5,1,0,1,6,5.000,False,False,0
167,9,3,0,0,1,6,6.000,False,False,0
168,9,3,2,0,1,6,1.500,False,True,0
169,9,2,3,0,0,6,0.667,False,True,0
170,9,1,4,0,1,6,0.250,False,True,0
171,9,4,2,0,1,6,2.000,False,False,0
172,9,4,2,0,1,6,2.000,False,True,0
173,9,3,1,0,1,6,3.000,False,False,0
174,9,3,2,0,1,6,1.500,False,True,0
175,9,1,2,0,1,6,0.500,False,True,0
176,9,3,3,0,1,6,1.000,True,False,0
177,9,3,2,1,0,6,1.500,False,False,0
178,9,3,2,0,1,6,1.500,False,True,0
179,9,3,1,0,1,6,3.000,False,False,0
180,9,2,3,0,1,6,0.667,False,True,0
181,9,2,3,0,0,6,0.667,False,True,0
182,9,2,3,0,1,6,0.667,False,True,0
183,9,3,2,0,1,6,1.500,False,False,0
184,9,4,1,0,1,6,4.000,False,False,0
185,9,3,1,0,1,6,3.000,False,True,0
186,9,2,3,0,1,6,0.667,False,True,0
187,9,2,3,0,1,6,0.667,False,True,0
188,9,3,3,0,0,6,1.000,True,False,0
189,9,3,2,0,1,6,1.500,False,False,0
190,9,2,3,0,1,6,0.667,False,True,0
191,9,2,2,0,1,6,1.000,False,False,0
192,9,3,3,0,1,6,1.000,True,True,0
193,9,3,2,0,0,6,1.500,False,False,0
194,9,4,1,0,1,6,4.000,False,False,0
195,9,3,2,0,1,6,1.500,False,True,0
196,9,3,1,0,1,6,3.000,False,False,0
197,9,2,2,0,1,6,1.000,False,True,0
198,9,2,3,1,0,6,0.667,False,True,0
199,9,3,2,0,1,6,1.500,False,False,0
200,9,3,2,0,1,6,1.500,False,True,0
201,9,2,3,0,1,6,0.667,False,True,0
202,9,1,3,0,1,6,0.333,False,True,0
203,9,4,2,0,1,6,2.000,False,False,0
204,9,5,1,0,1,6,5.000,False,False,0
205,9,3,0,0,0,6,6.000,False,False,0
206,9,2,3,0,1,6,0.667,False,True,0
207,9,1,4,0,1,6,0.250,False,True,0
208,9,3,3,0,1,6,1.000,False,False,0
209,9,3,2,0,1,6,1.500,False,False,0
210,9,5,1,0,1,6,5.000,False,False,0
211,9,2,1,0,1,6,2.000,False,True,0
212,9,2,3,0,1,6,0.667,False,True,0
213,9,2,3,1,0,6,0.667,True,True,0
214,9,2,2,0,1,6,1.000,False,False,0
215,9,3,2,0,1,6,1.500,False,False,0
216,9,3,2,0,0,6,1.500,False,True,0
217,9,1,4,0,1,6,0.250,False,True,0
218,9,2,3,0,1,6,0.667,False,False,0
219,9,3,3,0,1,6,1.000,False,False,0
220,9,3,1,0,1,6,3.000,False,False,0
221,9,4,1,0,1,6,4.000,False,False,0
222,9,5,1,0,1,6,5.000,False,False,0
223,9,2,1,0,0,6,2.000,False,True,0
224,9,1,5,0,1,6,0.200,True,True,0
225,9,2,3,0,1,6,0.667,False,False,0
226,9,4,2,0,1,6,2.000,False,False,0
227,9,5,0,0,1,6,6.000,False,False,0
228,9,2,0,0,1,6,6.000,False,True,0
229,9,1,4,0,0,6,0.250,False,True,0
230,9,1,5,0,1,6,0.200,True,True,0
231,9,3,3,0,1,6,1.000,False,False,0
232,9,4,0,0,1,6,6.000,False,False,0
233,9,3,2,0,0,6,1.500,False,True,0
234,9,2,3,0,1,6,0.667,False,True,0
235,9,1,3,0,1,6,0.333,False,True,0
236,9,3,3,0,1,6,1.000,False,False,0
237,9,4,2,0,1,6,2.000,False,False,0
238,9,3,2,0,0,6,1.500,False,True,0
239,9,2,2,0,1,6,1.000,False,True,0
240,9,2,3,0,1,6,0.667,False,True,0
241,9,2,3,0,1,6,0.667,False,True,0
242,9,5,1,0,1,6,5.000,False,False,0
243,9,4,0,0,1,6,6.000,False,False,0
244,9,5,1,0,0,6,5.000,False,True,0
245,9,1,2,0,1,6,0.500,False,True,0
246,9,3,3,0,1,6,1.000,False,False,0
247,9,3,2,0,1,6,1.500,False,False,1
248,9,4,2,0,1,6,2.000,False,False,1
249,9,4,1,0,0,6,4.000,False,False,1
250,9,2,2,0,1,6,1.000,False,True,1
251,9,3,3,0,1,6,1.000,False,True,1
252,9,3,1,0,1,6,3.000,False,False,1
253,9,3,2,0,1,6,1.500,False,True,1
254,9,2,3,0,0,6,0.667,False,True,1
255,9,3,3,0,1,6,1.000,False,False,1
256,9,2,6,0,1,6,0.333,True,True,1
257,9,1,6,0,1,6,0.167,True,True,1
258,9,3,6,0,1,6,0.500,True,False,1
259,9,4,7,1,1,6,0.571,True,False,1
260,9,4,5,0,1,6,0.800,True,False,1
261,9,1,5,0,0,6,0.200,True,True,1
262,9,2,7,0,1,6,0.286,True,False,1
263,9,5,6,0,1,6,0.833,True,False,1
264,9,4,5,0,1,6,0.800,True,True,1
265,9,1,6,0,1,6,0.167,True,True,1
266,9,3,6,0,1,6,0.500,True,False,1
267,9,5,7,0,1,6,0.714,True,False,1
268,9,3,4,1,0,6,0.750,True,False,1
269,9,2,6,1,1,6,0.333,True,True,1
270,9,0,4,0,1,6,0.000,False,True,1
271,9,2,7,0,1,6,0.286,True,False,1
272,9,1,6,0,1,6,0.167,True,True,1
273,9,1,6,2,1,6,0.167,True,True,1
274,9,2,6,2,0,6,0.333,True,False,1
275,9,2,5,1,1,6,0.400,True,False,1
276,9,2,6,0,1,6,0.333,True,True,1
277,9,2,8,0,1,6,0.250,True,True,1
278,9,1,7,0,1,6,0.143,True,True,1
279,9,1,6,1,0,6,0.167,True,True,1
280,9,0,5,1,1,6,0.000,False,True,1
281,9,2,7,1,1,6,0.286,True,False,1
282,9,2,9,0,1,6,0.222,True,True,1
283,9,0,4,0,1,6,0.000,False,True,1
284,9,1,9,0,1,6,0.111,True,False,1
285,9,1,6,0,0,6,0.167,True,False,1
286,9,0,7,0,1,6,0.000,True,True,1
287,9,1,9,0,1,6,0.111,True,False,1
288,9,0,6,2,0,6,0.000,True,True,1
289,9,0,10,0,1,6,0.000,True,True,1
290,9,0,7,0,1,6,0.000,True,True,1
291,9,0,8,0,1,6,0.000,True,True,1
292,9,0,8,0,1,6,0.000,True,True,1
293,9,0,11,0,1,6,0.000,True,True,1
294,9,0,7,0,0,6,0.000,True,True,1
295,9,0,6,0,1,6,0.000,True,True,1
296,9,0,6,0,1,6,0.000,True,True,1
297,9,0,8,1,1,6,0.000,True,True,1
298,9,1,10,0,1,6,0.100,True,False,1
299,9,1,10,1,0,6,0.100,True,True,1
300,9,1,4,0,1,6,0.250,False,False,1
301,9,1,6,0,1,6,0.167,True,True,1
302,9,1,7,0,1,6,0.143,True,True,1
303,9,1,8,0,1,6,0.125,True,True,1
304,9,3,7,1,0,6,0.429,True,False,1
305,9,1,7,0,1,6,0.143,True,True,1
306,9,1,7,0,1,6,0.143,True,True,1
307,9,2,8,0,1,6,0.250,True,False,1
308,9,2,5,0,1,6,0.400,True,False,1
309,9,3,6,1,0,6,0.500,True,False,1
310,9,4,7,2,1,6,0.571,True,False,1
311,9,2,5,2,1,6,0.400,True,True,1
312,9,0,5,2,1,6,0.000,False,True,1
313,9,2,5,0,1,6,0.400,False,False,1
314,9,3,6,0,0,6,0.500,True,False,1
315,9,3,5,0,1,6,0.600,True,False,1
316,9,2,6,0,1,6,0.333,True,True,1
317,9,2,6,0,1,6,0.333,True,True,1
318,9,4,5,0,1,6,0.800,True,False,1
319,9,4,5,0,0,6,0.800,True,True,1
320,9,2,5,0,1,6,0.400,False,True,1
321,9,2,7,0,1,6,0.286,True,True,1
322,9,4,5,0,1,6,0.800,True,False,1
323,9,3,2,0,1,6,1.500,False,False,1
