,nodeId,ls,lc,le,ltx,number of neighbors,QOS,arm,jammed evaluation,label (jammed or not)
0,6,1,5,0,1,6,0.200,True,False,0
1,6,4,2,0,1,6,2.000,False,False,0
2,6,4,0,0,1,6,6.000,False,False,0
3,6,5,1,0,0,6,5.000,False,True,0
4,6,2,2,0,1,6,1.000,False,True,0
5,6,1,3,0,1,6,0.333,False,True,0
6,6,1,5,0,1,6,0.200,True,True,0
7,6,3,3,0,1,6,1.000,True,False,0
8,6,4,0,0,0,6,6.000,False,False,0
9,6,2,2,0,1,6,1.000,False,True,0
10,6,1,3,0,1,6,0.333,False,True,0
11,6,2,4,0,1,6,0.500,False,False,0
12,6,2,2,0,1,6,1.000,False,False,0
13,6,3,3,0,0,6,1.000,False,True,0
14,6,3,3,0,1,6,1.000,False,True,0
15,6,3,2,0,1,6,1.500,False,False,0
16,6,3,1,0,1,6,3.000,False,False,0
17,6,4,1,0,0,6,4.000,False,False,0
18,6,2,3,0,1,6,0.667,False,True,0
19,6,2,3,0,1,6,0.667,False,True,0
20,6,2,3,0,1,6,0.667,False,True,0
21,6,3,2,0,1,6,1.500,False,False,0
22,6,2,3,0,0,6,0.667,False,True,0
23,6,3,3,0,1,6,1.000,True,False,0
24,6,2,2,0,1,6,1.000,False,True,0
25,6,2,3,0,1,6,0.667,True,True,0
26,6,2,3,0,1,6,0.667,True,True,0
27,6,4,2,0,1,6,2.000,True,False,0
28,6,4,1,0,0,6,4.000,False,False,0
29,6,3,2,0,1,6,1.500,False,True,0
30,6,3,1,0,1,6,3.000,False,False,0
31,6,1,3,0,1,6,0.333,False,True,0
32,6,3,3,0,1,6,1.000,True,False,0
33,6,4,1,0,0,6,4.000,False,False,0
34,6,4,2,0,1,6,2.000,False,True,0
35,6,3,1,0,1,6,3.000,False,False,0
36,6,3,2,0,1,6,1.500,False,True,0
37,6,3,2,0,0,6,1.500,False,True,0
38,6,3,3,0,1,6,1.000,True,True,0
39,6,4,1,0,1,6,4.000,False,False,0
40,6,3,0,0,1,6,6.000,False,False,0
41,6,1,4,0,1,6,0.250,False,True,0
42,6,0,5,0,0,6,0.000,False,True,0
43,6,4,2,0,1,6,2.000,False,False,0
44,6,3,0,0,1,6,6.000,False,False,0
45,6,2,3,0,1,6,0.667,False,True,0
46,6,0,4,0,1,6,0.000,False,True,0
47,6,4,2,0,0,6,2.000,False,False,0
